,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,previous,y
17745,52,4,0,2,-299,0,0,29,5,110,2,0,0
17746,57,4,1,2,132,1,0,29,5,174,3,0,0
17747,45,1,1,0,114,1,0,29,5,77,4,0,0
17748,55,9,0,2,2298,1,0,29,5,66,1,0,0
17750,41,10,1,0,183,1,0,29,5,271,1,0,0
17751,36,9,2,1,301,1,1,29,5,367,1,0,0
17752,41,10,2,1,295,0,0,29,5,509,1,0,0
17753,43,10,1,2,-7,1,1,29,5,228,1,0,0
17757,40,4,0,2,390,0,0,29,5,80,3,0,0
17758,52,5,1,2,1452,0,1,29,5,194,3,0,0
17759,48,1,0,1,1893,0,0,29,5,538,3,0,0
17760,30,1,1,1,7,1,0,29,5,197,4,0,0
17761,32,9,1,1,84,0,1,29,5,403,3,0,0
17763,56,9,1,1,332,0,0,29,5,207,3,0,0
17765,28,3,2,0,0,0,1,29,5,120,4,0,0
17768,36,0,2,1,686,1,0,29,5,114,2,0,0
17769,53,9,1,1,2191,0,0,29,5,99,5,0,0
17770,49,0,1,1,2,0,0,29,5,246,4,0,0
17772,34,1,2,0,326,1,0,29,5,263,2,0,0
17775,26,6,0,1,165,1,0,29,5,162,4,0,0
17776,56,3,1,1,559,0,0,29,5,69,5,0,0
17777,31,0,1,1,0,1,0,29,5,82,5,0,0
17778,54,3,0,2,9,0,1,29,5,136,3,0,0
17781,55,9,1,1,0,0,0,29,5,316,2,0,0
17782,30,4,2,2,92,0,1,29,5,110,5,0,0
17784,41,9,1,2,91,0,1,29,5,204,3,0,0
17785,39,2,1,2,345,1,1,29,5,110,3,0,0
17787,49,1,1,0,2481,0,1,29,5,53,5,0,0
17789,42,1,1,1,1386,1,0,29,5,222,5,0,0
17792,42,4,0,2,826,0,0,29,5,316,3,0,0
17793,42,1,1,0,2273,1,0,29,5,98,2,0,0
17796,39,1,1,1,2457,0,0,29,5,284,3,0,0
17798,40,3,1,0,224,1,0,29,5,138,3,0,0
17799,28,7,1,2,599,1,0,29,5,189,5,0,0
17800,32,9,1,2,-252,1,0,29,5,52,4,0,0
17803,49,1,0,0,0,1,0,29,5,468,2,0,0
17805,48,1,1,0,1850,1,0,29,5,61,1,0,0
17809,35,9,1,1,840,1,0,29,5,281,4,0,0
17810,43,4,1,2,1800,0,0,29,5,103,3,0,0
17811,47,2,0,1,2,1,1,29,5,104,4,0,0
17812,44,3,1,0,1109,1,1,29,5,176,4,0,0
17813,44,9,0,1,2340,0,0,29,5,637,3,0,0
17814,39,9,1,1,738,0,1,29,5,90,2,0,0
17817,51,3,1,3,174,0,0,29,5,308,3,0,0
17821,37,0,1,1,0,0,0,29,5,153,4,0,0
17822,43,2,2,2,744,0,1,29,5,619,4,0,0
17823,42,6,1,1,1508,1,0,29,5,178,3,0,0
17824,54,7,1,1,2681,0,0,29,5,481,3,0,0
17828,41,1,1,1,2044,1,1,29,5,234,5,0,0
17829,54,9,1,0,3067,1,0,29,5,222,3,0,0
17831,47,7,2,1,591,0,0,29,5,397,1,0,0
17833,51,1,1,1,1151,1,1,29,5,125,2,0,0
17835,53,6,1,1,534,1,0,29,5,115,4,0,0
17836,60,6,2,2,179,0,1,29,5,79,4,0,0
17839,52,7,1,1,-232,0,1,29,5,101,4,0,0
17844,43,10,1,1,1630,0,0,29,5,153,3,0,0
17845,56,11,1,3,1032,0,0,29,5,225,4,0,0
17846,28,7,1,1,376,0,1,29,5,49,4,0,0
17849,58,10,1,1,610,1,0,29,5,246,2,0,0
17851,58,7,1,1,10,1,1,30,5,95,5,0,0
17852,56,1,1,1,1316,0,0,30,5,76,5,0,0
17860,52,1,2,0,1400,0,0,30,5,103,4,0,0
17861,37,9,2,1,103,1,0,30,5,124,3,0,0
17863,33,7,1,1,-333,1,0,30,5,329,5,0,0
17864,57,5,1,0,2927,0,1,30,5,78,5,0,0
17865,41,1,1,0,33,1,1,30,5,125,5,0,0
17868,39,0,1,1,406,0,0,30,5,253,5,0,0
17875,27,9,2,1,151,0,0,30,5,139,3,0,0
17877,42,4,1,1,0,0,0,30,5,458,3,0,0
17879,27,1,2,0,-71,0,1,30,5,70,3,0,0
17882,42,0,1,1,947,0,0,30,5,158,2,0,0
17883,41,4,1,2,15,1,0,30,5,59,2,0,0
17884,55,7,1,3,715,1,0,30,5,90,2,0,0
17886,26,0,2,1,-42,0,1,30,5,305,3,0,0
17888,59,5,2,1,2303,0,1,30,5,128,2,0,0
17889,34,4,1,2,13,1,0,30,5,99,3,0,0
17891,56,5,0,0,1177,0,0,30,5,39,2,0,0
17894,58,4,1,2,0,0,0,30,5,120,2,0,0
17895,58,5,1,1,901,1,1,30,5,235,2,0,0
17896,41,4,1,2,2646,0,0,30,5,81,2,0,0
17899,46,6,0,2,21,0,0,30,5,566,2,0,1
17900,55,1,1,3,1665,0,0,30,5,89,2,0,0
17901,40,1,1,0,1073,0,0,30,5,42,2,0,0
17902,33,2,1,2,775,1,1,30,5,60,3,0,0
17904,47,0,2,1,-874,1,0,30,5,528,2,0,0
17905,42,9,2,1,746,0,0,30,5,86,2,0,0
17906,45,0,1,1,3307,0,0,30,5,129,2,0,0
17909,51,3,1,2,390,1,0,30,5,102,3,0,0
17910,36,9,1,1,318,0,0,30,5,295,2,0,0
17913,51,7,0,1,0,0,0,30,5,273,4,0,0
17914,52,1,1,1,698,0,0,30,5,38,2,0,0
17916,48,9,1,1,862,0,0,30,5,160,2,0,0
17918,39,9,1,1,-1451,1,1,30,5,65,5,0,0
17919,54,1,1,1,898,0,0,30,5,641,2,0,0
17921,47,1,1,0,320,0,0,30,5,203,2,0,0
17922,48,11,1,3,286,0,0,30,5,166,2,0,0
17923,52,0,1,1,686,0,0,30,5,544,2,0,0
17924,42,7,2,3,974,0,0,30,5,73,2,0,0
17925,54,2,1,2,0,0,0,30,5,250,5,0,0
17926,58,4,0,1,3161,0,0,30,5,542,2,0,1
17928,53,4,0,2,93,0,0,30,5,219,2,0,0
17929,49,9,1,1,1091,0,0,30,5,47,2,0,0
17931,43,9,2,1,54,1,0,30,5,62,2,0,0
17932,52,3,1,2,43,0,0,30,5,32,2,0,0
17935,45,1,1,1,0,0,0,30,5,25,2,0,0
17936,37,0,0,2,43,1,0,30,5,65,2,0,0
17937,37,3,1,3,0,0,0,30,5,195,4,0,0
17938,50,9,0,1,1303,0,0,30,5,274,2,0,0
17940,53,1,0,0,235,0,0,30,5,241,2,0,0
17941,48,10,2,0,63,0,0,30,5,29,4,0,0
17942,55,4,1,0,3293,0,0,30,5,64,2,0,0
17943,56,1,1,3,260,1,0,30,5,250,2,0,0
17944,50,0,2,0,1367,0,0,30,5,270,2,0,0
17946,56,3,2,1,68,0,1,30,5,85,3,0,0
17947,53,2,2,3,717,0,0,30,5,594,2,0,0
17948,48,10,1,0,608,0,0,30,5,362,2,0,0
17949,38,9,2,2,2350,0,0,30,5,101,2,0,0
17950,41,4,1,2,636,1,0,30,5,80,2,0,0
17951,43,7,1,1,-1,0,0,30,5,605,2,0,0
17952,60,1,1,1,241,1,0,30,5,42,3,0,0
17955,32,0,1,1,0,1,0,30,5,71,5,0,0
17956,42,9,1,1,0,0,0,30,5,351,2,0,0
17957,45,9,0,1,245,1,0,30,5,76,3,0,0
17958,50,1,1,1,917,1,0,30,5,58,2,0,0
17959,45,10,1,2,579,1,0,30,5,141,2,0,0
17960,55,7,0,1,1817,0,0,30,5,404,4,0,0
17963,30,3,1,0,462,0,1,30,5,274,3,0,0
17964,51,1,1,1,0,0,0,30,5,145,4,0,0
17965,49,9,1,0,1415,1,0,30,5,269,2,0,0
17966,45,2,1,1,-479,1,0,30,5,167,2,0,0
17967,51,5,0,0,1193,1,0,30,5,85,2,0,0
17968,43,1,2,1,99,0,0,30,5,226,2,0,0
17970,47,1,0,1,-535,1,0,30,5,71,2,0,0
17972,27,6,2,1,152,0,0,30,5,80,3,0,0
17973,51,9,0,1,43,0,0,30,5,220,2,0,0
17974,55,7,1,1,96,0,0,30,5,340,2,0,0
17975,45,1,2,3,713,0,0,30,5,148,2,0,0
17976,51,1,0,0,837,0,0,30,5,41,2,0,0
17978,39,1,1,0,1014,0,0,30,5,261,4,0,0
17979,54,4,2,1,602,0,0,30,5,101,2,0,0
17980,45,1,1,1,3,0,1,30,5,154,2,0,0
17981,44,1,1,0,0,1,0,30,5,83,2,0,0
17982,46,9,1,1,0,0,0,30,5,77,2,0,0
17983,38,7,1,1,105,0,0,30,5,244,2,0,0
17984,30,7,0,1,0,1,1,30,5,102,3,0,0
17985,46,4,1,1,-333,0,1,30,5,597,2,0,0
17987,41,4,2,2,1373,0,0,30,5,81,2,0,0
17989,44,7,1,1,2439,1,0,30,5,133,2,0,0
17990,36,2,2,1,296,0,0,30,5,122,2,0,0
17991,35,7,1,1,5,0,0,30,5,153,2,0,0
17992,38,1,1,1,1149,0,0,30,5,41,2,0,0
17993,56,5,1,1,485,0,0,30,5,70,2,0,0
17994,32,10,1,2,7,1,0,30,5,29,3,0,0
17996,54,0,1,0,0,0,0,30,5,255,2,0,0
17997,39,7,1,1,861,1,0,30,5,218,4,0,0
17999,56,4,1,2,247,0,0,30,5,44,2,0,0
18002,36,10,0,1,2178,1,0,30,5,74,2,0,0
18003,54,9,1,1,273,1,0,30,5,55,3,0,0
18004,39,1,1,1,0,1,0,30,5,61,3,0,0
18006,54,0,0,1,1383,1,1,30,5,622,4,0,0
18009,45,0,0,3,998,1,0,30,5,38,2,0,0
18010,42,1,2,0,92,0,0,30,5,86,2,0,0
18011,44,3,0,0,629,0,0,30,5,432,4,0,0
18013,39,0,1,1,-139,0,0,30,5,120,2,0,0
18014,40,4,0,2,69,1,0,30,5,149,2,0,0
18017,31,9,1,1,0,1,0,30,5,126,3,0,0
18019,57,1,1,0,195,0,1,30,5,185,4,0,0
18022,56,6,1,1,784,0,1,30,5,149,2,0,0
18024,44,7,1,1,1335,1,0,30,5,94,5,0,0
18026,60,5,0,1,1091,0,0,30,5,441,5,0,1
18027,47,9,1,2,0,1,1,30,5,89,2,0,0
18029,29,3,1,1,1082,0,1,30,5,77,4,0,0
18030,52,1,2,1,359,1,0,30,5,444,2,0,0
18031,53,9,1,1,1389,0,0,30,5,34,4,0,0
18032,59,5,1,1,0,1,0,30,5,73,4,0,0
18033,42,1,1,3,-406,1,0,30,5,152,5,0,0
18034,56,5,0,1,1005,0,1,30,5,69,4,0,0
18035,37,1,2,0,554,1,0,30,5,74,3,0,0
18036,44,10,1,0,51,0,0,30,5,289,4,0,0
18037,38,2,1,0,0,1,0,30,5,172,4,0,0
18038,44,1,1,0,276,1,0,30,5,535,2,0,0
18040,41,4,2,3,335,0,0,30,5,44,4,0,0
18041,46,9,0,1,2862,1,1,30,5,132,3,0,0
18044,44,0,1,1,1305,0,0,30,5,72,4,0,0
18048,58,10,2,1,1013,1,0,30,5,341,5,0,0
18050,41,1,0,0,0,0,0,30,5,509,2,0,1
18052,53,7,1,1,1194,0,0,30,5,166,4,0,0
18056,55,4,2,1,1507,1,0,30,5,114,3,0,0
18057,50,2,1,1,1011,1,0,30,5,340,2,0,0
18058,40,9,1,1,286,0,0,30,5,106,4,0,0
18059,46,6,2,0,2032,0,0,30,5,424,2,0,0
18061,40,9,1,1,657,1,0,30,5,159,2,0,0
18062,50,1,0,0,-333,0,1,30,5,208,2,0,0
18064,35,1,1,0,0,1,0,30,5,359,2,0,0
18066,53,10,2,1,4,0,0,30,5,259,3,0,0
18067,48,1,1,1,-202,1,1,30,5,225,4,0,0
18074,60,5,1,0,0,0,0,30,5,130,3,0,0
18076,51,0,1,1,-160,0,1,30,5,118,4,0,0
18077,59,4,1,2,1308,0,0,30,5,183,4,0,0
18078,60,3,1,0,726,0,1,30,5,94,5,0,0
18081,54,9,1,1,114,0,0,30,5,458,3,0,1
18083,26,1,2,1,179,0,0,30,5,103,3,0,0
18084,30,0,2,1,1223,1,0,30,5,112,5,0,0
18085,47,1,1,0,269,1,0,30,5,145,5,0,0
18086,42,1,1,1,2374,0,0,30,5,143,2,0,0
18090,45,9,1,1,1841,1,0,30,5,154,2,0,0
18093,36,9,0,1,664,1,1,30,5,266,4,0,0
18095,39,7,1,1,1116,1,0,30,5,486,2,0,0
18097,40,0,0,1,4,0,0,30,5,63,3,0,0
18104,58,4,1,2,591,1,0,30,5,233,3,0,0
18105,30,7,2,1,726,1,1,30,5,109,3,0,0
18106,44,4,1,1,-665,0,0,30,5,342,3,0,0
18107,27,3,1,0,3,1,1,30,5,64,4,0,0
18108,26,0,2,1,443,0,0,30,5,84,3,0,0
18109,31,2,1,1,1302,1,0,30,5,89,3,0,0
18111,33,0,1,1,0,1,0,30,5,41,5,0,0
18113,45,9,1,1,2922,0,0,30,5,153,3,0,0
18116,55,4,1,2,33,1,0,30,5,246,3,0,0
18118,38,4,1,2,-299,1,0,30,5,86,3,0,0
18119,46,5,1,1,119,0,1,30,5,85,2,0,0
18120,59,4,1,2,332,1,1,30,5,35,2,0,0
18122,52,4,0,2,147,0,0,30,5,90,4,0,0
18124,55,2,0,1,1553,0,0,30,5,85,3,0,0
18125,55,6,1,0,2349,0,1,30,5,350,3,0,0
18127,30,0,2,1,330,0,1,30,5,115,5,0,0
18128,42,7,0,1,732,0,0,30,5,109,3,0,0
18129,53,4,2,2,0,0,0,30,5,595,1,0,0
18130,49,9,1,1,1712,1,0,30,5,155,3,0,0
18131,52,4,0,2,0,1,1,30,5,278,3,0,0
18132,53,1,1,1,285,1,1,30,5,242,4,0,0
18133,35,1,1,1,3188,1,0,30,5,288,3,0,0
18136,60,5,1,1,194,0,1,30,5,61,5,0,0
18137,43,9,2,1,34,0,0,30,5,29,1,0,0
18138,41,7,0,1,97,0,0,30,5,244,3,0,0
18139,53,5,1,0,0,0,0,30,5,123,1,0,0
18140,37,4,2,2,2173,0,0,30,5,352,1,0,0
18141,56,4,0,2,66,0,1,30,5,72,4,0,0
18144,57,1,1,0,133,0,1,30,5,173,4,0,0
18145,44,6,2,1,0,0,0,30,5,187,3,0,0
18147,43,3,1,0,410,1,1,30,5,50,2,0,0
18148,51,3,1,0,0,1,0,30,5,191,3,0,0
18150,59,4,2,2,1180,0,0,30,5,22,3,0,0
18152,35,7,1,1,0,1,0,30,5,251,3,0,0
18153,26,1,2,1,856,1,1,30,5,95,5,0,0
18154,58,1,1,0,128,1,0,30,5,49,5,0,0
18155,55,4,1,2,2366,1,1,30,5,94,4,0,0
18156,55,10,1,1,2489,0,0,30,5,207,1,0,0
18157,53,10,1,1,2248,1,0,30,5,122,1,0,0
18158,42,7,1,3,1340,0,1,30,5,88,5,0,0
18159,44,7,1,1,1326,0,0,30,5,96,1,0,0
18160,40,6,2,2,819,0,0,30,5,100,3,0,0
18163,46,10,0,1,0,0,0,30,5,638,3,0,0
18164,40,1,1,1,384,0,1,30,5,142,3,0,0
18166,45,4,1,2,1300,0,0,30,5,135,3,0,0
18168,57,5,0,1,39,1,0,30,5,354,3,0,0
18169,48,1,1,1,305,0,0,30,5,169,3,0,0
18174,46,9,1,2,16,0,0,30,5,121,3,0,0
18175,48,0,1,2,1015,0,1,30,5,100,3,0,0
18178,30,6,2,2,166,0,0,30,5,151,4,0,0
18179,31,1,1,1,29,0,0,30,5,130,3,0,0
18180,47,4,1,2,337,0,0,30,5,300,5,0,0
18183,29,1,1,1,1175,1,1,30,5,141,4,0,0
18184,51,7,1,1,-437,0,1,30,5,130,3,0,0
18185,53,4,0,2,0,1,1,30,5,75,5,0,0
18186,45,4,1,2,81,0,1,30,5,61,3,0,0
18187,58,9,1,1,86,0,0,30,5,95,3,0,0
18189,27,9,2,1,489,1,0,30,5,356,4,0,1
18190,34,0,1,0,412,1,0,30,5,134,2,0,0
18191,25,1,1,1,-288,0,1,30,5,311,4,0,0
18192,49,0,0,1,769,0,0,30,5,157,4,0,0
18193,27,3,2,1,-319,0,1,30,5,89,2,0,0
18194,46,4,1,2,37,1,0,30,5,239,4,0,0
18197,56,9,0,3,1939,1,0,30,5,121,3,0,0
18199,38,9,2,3,1923,0,0,30,5,331,4,0,0
18201,39,4,1,2,346,0,0,30,5,230,3,0,0
18202,48,6,1,2,0,0,0,30,5,100,5,0,0
18203,27,7,0,1,397,0,1,30,5,192,3,0,0
18205,34,9,2,2,184,1,0,30,5,87,3,0,0
18206,44,7,1,1,972,1,0,30,5,294,3,0,0
18208,41,0,1,1,1705,0,0,30,5,92,3,0,0
18212,30,4,2,2,35,0,0,30,5,185,4,0,0
18213,59,4,0,2,0,0,0,30,5,196,3,0,0
18220,52,4,1,1,0,0,0,30,5,249,3,0,0
18221,54,9,2,1,23,0,0,30,5,93,4,0,0
18223,59,1,1,0,-209,0,0,30,5,215,3,0,0
18225,49,1,1,1,395,0,1,30,5,188,3,0,0
18226,30,4,1,2,160,1,0,30,5,83,4,0,0
18227,39,1,1,1,8,0,0,30,5,88,3,0,0
18228,35,10,1,3,144,0,0,30,5,187,3,0,0
18229,29,1,1,0,630,1,0,30,5,219,5,0,0
18230,44,6,1,3,680,1,0,30,5,84,4,0,0
18231,44,7,1,1,742,0,0,30,5,77,5,0,0
18233,26,6,2,2,50,0,0,30,5,160,4,0,0
18234,33,4,1,2,89,1,0,30,5,61,4,0,0
18236,40,4,2,1,900,1,0,30,5,84,2,0,0
18243,33,10,1,1,-144,0,0,30,5,481,3,0,1
18247,30,0,2,1,394,1,1,31,5,75,3,0,0
18248,34,0,1,1,244,1,0,31,5,56,4,0,0
18249,57,1,0,1,644,0,1,31,5,263,4,0,0
18266,58,4,1,2,0,0,0,31,5,85,4,0,0
18268,34,4,1,2,82,0,0,31,5,134,5,0,0
18269,43,0,1,1,1996,0,1,31,5,34,3,0,0
18277,41,9,2,1,3023,0,0,31,5,616,3,0,0
18278,46,0,1,1,526,0,1,31,5,251,3,0,0
18281,44,7,1,1,0,0,0,31,5,160,5,0,0
18282,43,0,1,1,352,0,1,31,5,165,4,0,0
18283,27,9,2,1,0,0,0,31,5,13,3,0,0
18286,49,5,0,1,224,0,1,31,5,79,4,0,0
18287,53,5,1,0,118,0,0,31,5,176,5,0,0
18289,35,9,2,1,161,1,1,31,5,175,4,0,0
18290,38,0,1,2,1209,0,0,31,5,98,5,0,0
18298,28,4,2,2,1837,1,0,31,5,49,3,0,0
18300,46,0,2,1,272,0,0,31,5,149,4,0,0
18301,41,4,2,2,0,0,0,31,5,24,4,0,0
18302,34,9,2,2,-554,1,1,31,5,68,3,0,0
18303,45,1,1,0,-60,0,0,31,5,110,4,0,0
18304,46,4,1,2,1139,0,0,31,5,466,4,0,0
18305,51,1,1,0,63,1,1,31,5,87,4,0,0
18306,45,0,1,1,194,0,0,31,5,517,4,0,0
18307,23,3,1,2,1226,0,0,31,5,350,4,0,0
18309,48,5,1,0,1591,0,0,31,5,217,4,0,0
18312,37,4,1,3,62,1,0,31,5,85,4,0,0
18315,50,1,1,1,37,1,1,31,5,28,2,0,0
18316,53,1,1,0,880,0,0,31,5,207,4,0,0
18317,37,2,1,0,62,0,0,31,5,404,2,0,0
18318,39,7,0,1,42,0,0,31,5,75,2,0,0
18321,56,9,1,3,689,0,0,31,5,232,2,0,0
18322,57,4,1,2,179,0,0,31,5,190,2,0,0
18323,52,1,2,1,-477,0,0,31,5,37,4,0,0
18324,37,9,1,1,703,0,0,31,5,92,2,0,0
18325,31,0,1,1,377,0,0,31,5,384,4,0,0
18326,50,9,1,1,1518,0,1,31,5,321,2,0,0
18329,47,1,1,1,1968,1,0,31,5,394,2,0,0
18330,42,0,2,2,634,0,0,31,5,451,2,0,0
18331,53,2,1,3,28,0,0,31,5,117,2,0,0
18332,46,1,1,1,870,0,1,31,5,87,2,0,0
18333,41,1,1,1,750,1,0,31,5,207,2,0,0
18334,40,2,0,2,992,1,0,31,5,196,2,0,0
18335,44,9,0,0,538,0,0,31,5,196,2,0,0
18336,37,9,1,1,1063,1,0,31,5,413,2,0,0
18338,39,7,1,1,124,1,0,31,5,81,5,0,0
18342,55,3,0,3,603,0,0,31,5,91,2,0,0
18344,48,1,1,1,-404,1,0,31,5,130,3,0,0
18346,25,1,1,1,2307,1,0,31,5,104,5,0,0
18347,45,6,1,1,830,0,0,31,5,468,2,0,0
18349,58,5,1,1,53,0,0,31,5,102,2,0,0
18350,37,1,1,0,704,1,0,31,5,183,2,0,0
18352,36,9,1,2,571,1,1,31,5,46,3,0,0
18353,35,9,1,2,108,1,0,31,5,65,3,0,0
18354,52,5,0,0,353,0,0,31,5,395,4,0,0
18355,38,1,1,1,264,1,0,31,5,15,2,0,0
18356,36,1,1,1,462,0,0,31,5,474,2,0,0
18357,44,4,1,2,0,1,0,31,5,49,5,0,0
18358,48,6,1,1,884,1,0,31,5,118,2,0,0
18359,44,4,2,2,617,0,0,31,5,30,2,0,0
18363,42,4,0,2,580,1,0,31,5,216,2,0,0
18364,35,3,0,1,39,0,0,31,5,149,2,0,0
18366,36,1,1,1,723,1,0,31,5,101,2,0,0
18369,42,0,0,1,490,0,0,31,5,196,4,0,0
18370,39,7,1,1,-697,1,0,31,5,423,2,0,0
18371,37,1,1,1,2924,0,0,31,5,74,2,0,0
18372,41,4,1,3,944,0,0,31,5,81,2,0,0
18373,46,6,1,1,390,1,0,31,5,208,2,0,0
18374,59,5,1,0,3079,0,0,31,5,19,2,0,0
18376,48,4,1,3,970,0,0,31,5,67,2,0,0
18377,35,7,2,1,1742,1,0,31,5,39,2,0,0
18378,40,1,2,1,1953,0,0,31,5,78,2,0,0
18379,38,0,1,2,669,1,1,31,5,129,2,0,0
18381,42,9,1,2,1079,0,0,31,5,61,2,0,0
18382,51,10,0,2,0,0,0,31,5,574,2,0,1
18384,46,9,1,1,0,1,0,31,5,181,2,0,0
18385,57,0,1,1,340,0,1,31,5,167,2,0,0
18386,43,3,2,0,24,0,0,31,5,35,2,0,0
18388,37,9,2,1,884,1,1,31,5,128,2,0,0
18389,35,1,1,1,86,0,0,31,5,128,2,0,0
18390,36,0,1,1,3308,0,1,31,5,119,2,0,0
18392,51,9,1,3,-168,0,0,31,5,56,3,0,0
18395,35,1,1,1,-518,1,0,31,5,46,5,0,0
18397,37,1,1,3,557,0,0,31,5,47,2,0,0
18398,48,7,0,1,105,0,0,31,5,111,2,0,0
18399,55,1,1,0,842,0,0,31,5,144,2,0,0
18400,42,1,1,0,260,1,0,31,5,175,2,0,0
18404,50,1,0,0,2554,0,0,31,5,51,2,0,0
18406,41,10,2,0,2171,0,0,31,5,120,2,0,0
18408,43,7,0,1,0,0,0,31,5,106,4,0,0
18415,45,1,1,1,1239,0,0,31,5,67,4,0,0
18417,35,0,0,1,-218,0,1,31,5,123,4,0,0
18418,35,1,2,0,-759,1,0,31,5,142,2,0,0
18419,41,1,1,0,0,0,0,31,5,22,2,0,0
18420,40,9,1,1,296,0,0,31,5,253,2,0,0
18421,45,7,1,1,27,1,1,31,5,43,2,0,0
18422,48,3,1,1,1397,0,0,31,5,66,2,0,0
18423,49,0,1,1,1629,0,0,31,5,57,2,0,0
18425,47,1,1,1,846,1,0,31,5,437,2,0,0
18426,41,7,1,1,428,0,0,31,5,38,2,0,0
18427,40,4,1,3,3165,1,0,31,5,77,2,0,0
18428,49,9,1,1,3144,0,0,31,5,349,2,0,0
18429,43,1,1,0,2105,1,0,31,5,36,2,0,0
18431,42,7,2,1,247,1,0,31,5,114,2,0,0
18432,52,9,1,1,-1076,1,0,31,5,58,2,0,0
18433,38,4,1,2,590,0,0,31,5,49,2,0,0
18434,46,7,1,1,-522,1,0,31,5,61,2,0,0
18436,54,4,1,2,12,0,0,31,5,77,4,0,0
18438,41,1,1,0,2053,0,0,31,5,81,4,0,0
18439,47,4,1,2,2473,1,1,31,5,122,2,0,0
18441,43,9,2,1,685,1,0,31,5,94,2,0,0
18442,46,7,1,1,998,1,0,31,5,126,2,0,0
18443,51,0,0,1,3029,1,1,31,5,118,2,0,0
18444,46,10,1,0,1,1,0,31,5,43,2,0,0
18450,59,5,1,0,488,0,0,31,5,231,2,0,0
18452,41,1,1,0,200,0,1,31,5,309,2,0,0
18453,42,0,1,1,176,0,0,31,5,201,2,0,0
18454,59,5,0,1,2651,0,0,31,5,258,2,0,0
18455,51,6,1,0,106,1,0,31,5,240,2,0,0
18461,36,9,0,2,1023,1,0,31,5,189,4,0,0
18463,35,1,1,3,1662,0,0,31,5,122,2,0,0
18464,54,1,1,0,532,0,0,31,5,73,2,0,0
18465,39,4,1,2,55,0,0,31,5,216,4,0,0
18466,52,9,1,3,668,1,0,31,5,212,4,0,0
18467,46,1,0,3,2391,1,0,31,5,148,2,0,0
18468,38,4,1,2,0,0,1,31,5,122,2,0,0
18469,46,7,2,1,389,0,0,31,5,46,4,0,0
18470,45,1,1,0,-455,1,1,31,5,161,2,0,0
18471,47,4,1,2,2597,0,0,31,5,52,2,0,0
18472,42,10,2,1,714,0,0,31,5,145,4,0,0
18473,45,4,2,2,16,0,0,31,5,59,2,0,0
18477,55,4,1,2,2,0,1,31,5,126,2,0,0
18479,44,1,1,1,96,1,0,31,5,547,2,0,0
18480,38,0,2,1,-211,0,1,31,5,166,2,0,0
18481,42,4,1,2,2110,0,1,31,5,106,2,0,0
18483,56,5,1,1,0,0,0,31,5,45,2,0,0
18484,47,4,1,2,2261,0,0,31,5,87,2,0,0
18485,42,7,1,1,2219,1,0,31,5,548,2,0,0
18486,50,1,1,1,1553,1,0,31,5,53,2,0,0
18488,41,7,1,1,-459,1,0,31,5,162,2,0,0
18489,50,1,0,0,602,1,0,31,5,225,2,0,0
18492,32,1,2,1,3036,1,0,31,5,52,5,0,0
18493,43,9,1,1,533,1,0,31,5,228,2,0,0
18494,41,4,1,1,0,0,0,31,5,83,2,0,0
18495,48,4,2,2,648,1,0,31,5,462,2,0,0
18497,33,1,2,1,5,1,0,31,5,188,3,0,0
18498,39,4,2,0,375,0,0,31,5,80,2,0,0
18499,42,9,0,1,1689,1,0,31,5,50,2,0,0
18500,39,4,2,2,2258,1,0,31,5,255,2,0,0
18501,36,0,1,1,470,1,0,31,5,101,4,0,0
18503,31,4,2,2,935,0,0,31,5,64,5,0,0
18504,45,4,1,0,1533,0,0,31,5,83,4,0,0
18505,28,4,1,2,22,1,0,31,5,59,3,0,0
18507,48,4,1,2,0,1,0,31,5,281,4,0,0
18508,57,3,1,1,271,0,0,31,5,81,4,0,0
18512,35,9,1,1,-195,0,0,31,5,309,4,0,0
18515,35,1,1,0,0,0,0,31,5,57,4,0,0
18517,47,4,1,1,1077,0,0,31,5,367,4,0,0
18520,35,4,2,1,3384,1,0,31,5,372,2,0,0
18522,35,4,1,2,2801,1,0,31,5,184,2,0,0
18523,46,1,1,0,333,1,0,31,5,284,4,0,0
18524,37,7,1,1,0,1,1,31,5,187,2,0,0
18525,53,4,1,2,3366,0,0,31,5,128,2,0,0
18526,46,2,1,3,4,0,1,31,5,171,4,0,0
18527,33,2,2,2,99,0,1,31,5,192,3,0,0
18530,40,4,1,2,-1737,1,1,31,5,249,4,0,0
18532,38,1,2,1,1911,1,0,31,5,74,4,0,0
18535,56,9,0,2,1593,1,0,31,5,434,4,0,0
18539,44,2,0,1,1,0,0,31,5,388,4,0,0
18544,59,3,0,0,259,0,0,31,5,166,4,0,0
18549,41,1,0,1,3,1,0,31,5,228,4,0,0
18550,53,1,1,1,0,0,0,31,5,36,4,0,0
18551,31,1,1,1,1030,1,0,31,5,180,5,0,0
18553,34,7,1,1,27,1,1,31,5,249,3,0,0
18554,40,10,1,1,488,1,0,31,5,222,4,0,0
18556,35,4,1,2,1731,0,0,31,5,361,4,0,1
18557,54,7,1,1,-626,1,1,31,5,294,5,0,0
18558,40,7,1,1,87,1,1,31,5,247,4,0,0
18560,52,7,1,0,171,1,1,31,5,223,1,0,0
18562,42,6,1,1,3211,0,0,31,5,180,1,0,0
